,time_between,service_time,arrival_time,start_time,end_time,wait_time,system_time,idle_time
0,0,3,0,0,3,0,3,0
1,4,2,4,4,6,0,2,1
2,4,3,8,8,11,0,3,2
3,5,1,13,13,14,0,1,2
4,5,1,18,18,19,0,1,4
5,4,1,22,22,23,0,1,3
6,3,3,25,25,28,0,3,2
7,3,3,28,28,31,0,3,0
8,6,1,34,34,35,0,1,3
9,2,3,36,36,39,0,3,1
10,6,3,42,42,45,0,3,3
11,1,2,43,45,47,2,4,0
